filtervalid,filteryes,0_Agrees_contact_Future,0_agrees_mention_name_report,0_enum_gender,0_settlement_location,0_Village_location,0_has_email,1_Gender,2_Age,3_settlement_lives_in,4_years_in_settlement,4_months_settlement,5-HH_head,6_relation_HHH,7_highest_level_educ,8_primary_source_income,8_Other_sources,9_income_range,10_HH_size,11_Displacement_status,12_Urban_1_rural₀,13_disability,14_Specify_disability,15_how discoverd_IMC_activities,16_others_sources,16_location_easy_to_find,16_explanation,17_felt_safe,17_explanation_text,18_pay_for_services,18_who_to_pay,19_accessed_WGFS,20_times_attended,21_how_far_travel_to_WGFS,22_interaction_with_HLSS,22_Other,23_staff_professional,24_Received_treatment,25_referred_to_otherplace_ifnecessary,26_referred_where_text,27_how_satisfied_with_service,27_explanations_text,28_recommend_to_friend,28_explanation,29_improvement_suggestions_text,30_wife_can_be_blamed_for_beeing_beaten,31_Husband_should_beat_to_discipline,32_give_opportunity_for_sex,33_rape_solved_comunity,34_treatments_girl_raped_text,35_how_fast_HIV_prev,36_girl_raped_must_marry_man,37_women_moving_after_dark_blame_rape,38_understandable_man_rape_beautiful_woman,39_her_fault_if_beautiful,40_OK_force_sex_wife,41_OK_force_sex_wife_sick,42_no_big_deal_sex_message_uninvited,43_no_big_deal_touch_uninvited,44_menstruation_means_ready_mariage,45_under18_marrige_OK_if_parents_OK,46_family_to_choose_marriage,47_woman_should_have_equal_right,48_women_should_have_equal_opportunities,49_more_important_educate_boys,50_husband_wife_should_decide_together,51_participated_in_consultations,52_IMC_HLSS,52_Community_discussion,52_Walk_ins,52_Other_sensitization,52_SASA,52_EMAP,52_16_days_activism,52_intl_women_day,52_WGFS,52_other,52_spec_other,53_improvement_knowledge,54_Medical_injuries,54_medical_infection,54_prevent_STI,54_prevent_HIV,54_prevent_pregnancy,54_justice_formal,54_justice_trad,54_INGO_protection_services,54_INGO_psy_support,54_comm_psy_support,54_purification_rituals,54_Counselling,54_other,54_noresponse,54_Other_precision,55_recomm_time_seek_help,55_explanation_text,56_men_victims,57_MW_both_willing_help_GBV,58_whom_report_assistance,59_open_discussion_GBV_partner,60_open_discussion_other_women,61_community_open_impact_GBV_community,62_IMC_result_men_more_engaged_prev,62_explanation_text,63_confidence_comm_leader_can_prevent_act,64_likely_assist_another_woman,65_how_text,66_reason_no_assistance,67_men_more_likely_assist,68_WGFS_beneficial,68_explain_text,69_what_like_most_WGFS_text,70_negative_aspect_improvement_WGFS_text,71_other_recommandations_text
Valid,Yes,Yes,Yes,Male,Nyal,Nyal,No,Female,45-44,Katieth,30,1,Yes,0,Some Primary,Participating in the income generating activity with IMC/HLSS,0,>500 SSP,>11,Host community,Rural area,No,0,IMC/ HLSS staff,0,Yes,They are accessible,Yes,Friendly behaviour of everyone,No,0,Yes,Over 10 times,1 to 5Km / 30-45 min,IGA,0,Yes,Yes,Yes,IRC and Mercy Corps,Highly satisfied,Good quality of services offered,Yes,To get support and services,IMC should increase the number of IGA beneficiaires,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,PEPs,With in 72 hours,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Yes,0,1,0,0,1,0,0,0,0,0,0,Signiﬁcantly increased,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Within 72 hours,Recommended time,Don't know,Somewhat willing,Health clinic,Somewhat open,Somewhat open,Somewhat open,Agree,More men are raising awareness on GBV,Somewhat confident,Highly likely,Advise her to go to a health clinic,0,Highly likely,Highly beneficial,The IGAs and VSLAs that we take part in are promoting us,Activities within the center,NO,"IMC should increase awareness on GBV to mostly men, boys and community leaders because they are the main support of GBV"
Valid,Yes,Yes,Yes,Male,Wau,Wau/Hai bazia jadid ,No,Female,45-44,Hai bazia jadid,27,35,Yes,0,Completed primary,Employment,0,>500 SSP,>11,Host community,Urban area,No,0,Outreach activities/ posters,0,Yes,I have some distance to the centre,Yes,Psychosocial support and counselling ,No,0,Yes,Over 10 times,Below 1km/ 15 min,IGA,0,Yes,No,No,0,Highly satisfied,I know the referral system ,Yes,"Yes, to come and look for her right ",No,Strongly disagree,Strongly disagree,Disagree,Agree,I don't  know which treatments are,Within 72hours ,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Disagree,Neither agree nor disagree,Agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Yes,0,0,0,0,0,0,1,1,1,0,0,Signiﬁcantly increased,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,Immediately,IMC is providing a good service for woman and girls ,Don't know,Somewhat willing,Parent,Very open,Very open,Somewhat open,Agree,"Yes men now has chang from since,they are educated girls and boys equally  ",Highly confident,Highly likely,Men are managing how to refer the GBV  case to organization of IMC ,0,Highly likely,Highly beneficial,Yes I benefit all the information about GBV,Our centre and the activities ,We need IMC to provide more awareness about disease call GBV ,I wish IMC i wish more awareness about GBV
Test,Yes,Yes,Yes,Female,Wau,Wau South- Mutemedia,Yes,Female,25-34,IDP,4,5,Yes,0,Completed secondary,Petty business,0,>500 SSP,5 to 6,Host community,Urban area,No,0,Outreach activities/ posters,0,Yes,The activities were conducted in the city center,Yes,Security at the city center is good,No,0,Yes,1-5times,Below 1km/ 15 min,WGFS,0,No,Yes,Yes,Police supported by government,Somewhat satisfied,There is need for more staff,Yes,The centers are helpful and provide good services,More topics should be included,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,medical treatment- peps,within 72 hours,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Yes,1,1,0,0,1,0,0,1,0,0,0,Slightly increased,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,Immediately,To prevent transmission of STI and unwanted preganancies and preserve evidence,Yes,Somewhat willing,Local NGO,Very open,Somewhat open,Somewhat open,Agree,Men are seen conducting more awareness on GBV,Somewhat confident,Somewhat likely,Counselling and taking them to clinic,0,Somewhat likely,Highly beneficial,They provide a haven for survivors of GBV,Neutral and open space for discusions,Get a bigger hall for participants,Establish more WGFS
Test,Yes,Yes,Yes,Female,Bor,Malou,No,Male,25-34,Block 2,2,24,Yes,0,Some university,Fishing,0,>500 SSP,7 to 10,IDP,Urban area,No,0,Outreach activities/ posters,0,Yes,Accessible and near the road,Yes,In a compound,No,0,No,0,Below 1km/ 15 min,Any other (Specify),EMAP,Yes,Yes,No,0,Highly satisfied,They do follow up,Yes,For assistance,More centres for people out of town,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Medical,72 hours,Disagree,Disagree,Strongly disagree,Neither agree nor disagree,Disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Disagree,Agree,Yes,1,1,0,0,0,1,0,0,0,0,0,Slightly increased,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Within 72 hours,To prevent contraction of STIs,Yes,Somewhat willing,Health clinic,Somewhat open,Somewhat open,Somewhat open,Somewhat agree,Their attitudes have changed,Somewhat confident,Highly likely,Psychosocial then advised r her to seek treatment,0,Somewhat likely,Highly beneficial,Provide free space for women to interact,The enovironment,No,No
Test,Yes,Yes,Yes,Female,Bor,Malou,No,Female,18-24,Bor,10,120,Yes,0,Completed primary,Petty business,0,>500 SSP,7 to 10,IDP,Urban area,No,0,Community discussions,0,Yes,The place of the activities is near my home,Yes,It's because it's near my home i do not have to move for minutes to access the services,No,0,Yes,Over 10 times,Below 1km/ 15 min,IGA,0,Yes,Yes,Yes,I was referred to HDC for NFi,Somewhat satisfied,"I did not receive all the services that I needed like dignity kits, bedsheets",Yes,"There are many activities on going at the centre like Crocheting,  beading, knitting, group sessions and many more so referring the person  there will be of help so that she can also benefit",We can want saloon and barking because they are marketable,Disagree,Strongly disagree,Disagree,Disagree,"Medicine given by organisation to prevent HIV,",Within 72 hours,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Neither agree nor disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Yes,0,0,0,0,0,0,1,1,1,0,0,Slightly increased,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,Within 72 hours,So that the survivor is supported with medication within 72 hours,Yes,Somewhat willing,Local NGO,Not open,Very open,Somewhat open,Somewhat agree,Not many of the men are at home during awareness sessions,Somewhat confident,Highly likely,I would assist such a person because I know the services where they are and can take such a person there for more services. Also if the person is raped i can refer her for medication because I k ow the importance of reporting within 72 hours,0,Somewhat likely,Highly beneficial,Women's capacity have improved women can now conduct awareness on GAV and it's different types and consequences of GBV,Experience sharing and skill building activities,"More of women activities should be included like saloon, barking and also purchasing of quality beads",I thank Health Link and please let the project continue because there are many vulnerable women and girls who have not been reached with these services of IGA
Test,Yes,Yes,Yes,Male,Bor,Block 7 ,No,Female,18-24,Camp,2,24,Yes,0,Completed secondary,Petty business,0,0-100 SSP,>11,IDP,Rural area,No,0,IMC/ HLSS staff,0,Yes,I know  the women centre.,Yes,Because  there is no insecurity. ,No,0,Yes,1-5times,1 to 5Km / 30-45 min,WGFS,0,Yes,Yes,Yes,To Imc,Highly satisfied,The give you all needs ,Yes,Its  because  I was transferred to other organisations like Hlss,There are improvements  on physical violence ,Strongly agree,Disagree,Strongly disagree,Agree,Pep,Before 72 hours ,Strongly disagree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Yes,0,0,0,0,0,0,0,0,1,0,0,Signiﬁcantly increased,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Immediately,To prevent  infection. ,Yes,More willing,Parent,Very open,Very open,Very open,Agree,"There improvements  on the violence  like rape,child abuse. ",Highly confident,Highly likely,I referred women  to local authorities ,0,Don’t know,Highly beneficial,The received services  from Hlss,There's  improvements  on how girls/women are participating  in their social welfare ,There's improvements on their talents ,HISS AND IMC has done a lot  like IGA which help vulnerable people's 
Test,Yes,Yes,Yes,Male,Bor,Malou,No,Female,25-34,Malou,5,3,Yes,0,No education,Participating in the income generating activity with IMC/HLSS,0,>500 SSP,5 to 6,IDP,Urban area,No,0,Outreach activities/ posters,0,Yes,Near where I leave,Yes,No problem walking there,No,0,Yes,Over 10 times,Below 1km/ 15 min,WGFS,0,Yes,Yes,Don't know,0,Highly satisfied,Friendly and helpful staff,Yes,They will help them,Continue with services in other payams,Disagree,Disagree,Disagree,Disagree,Hospital and police,In 3 days,Disagree,Neither agree nor disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Yes,0,0,0,0,0,0,1,1,1,0,0,Signiﬁcantly increased,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,Within 72 hours,Seek service in hospital in 72 hours,Yes,Don’t know,Health clinic,Somewhat open,Very open,Somewhat open,Somewhat agree,They listen to outreach workers,Somewhat confident,Highly likely,Tell them to go to clinic and police and assist them to go to WGFs,0,Somewhat likely,Somewhat beneficial,Women go to meet and learn skills,I made friends there,The y need to add more WGFS so more women participate,Thank you to HLSS
Test,Yes,Yes,Yes,Female,Bor,Malou,No,Female,25-34,Malou,2,24,Yes,0,Some Primary,Trading,0,>500 SSP,5 to 6,IDP,Rural area,No,0,Friend or family member,0,Yes,The activities venue is 5 minutes away from home,Yes,The place is near only 5 minutes walk,No,0,Yes,Over 10 times,Below 1km/ 15 min,VSLA,0,Don't know,Yes,Yes,IN A for medication,Highly satisfied,I was treated well and received all the available services,Yes,To receive psychosocial support,Yes add the number of guards,Disagree,Disagree,Neither agree nor disagree,Agree,Medicine for rape survivors,Within 72 hours,Neither agree nor disagree,Disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Agree,Agree,Agree,Agree,Yes,0,0,0,0,0,0,0,1,0,0,0,Don’t know,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,Within 72 hours,So that the person gets quick medication,Yes,No change,Parent,Not open,Not open,Don’t know,Disagree,Many of the many gather at tea place,Highly confident,Highly likely,Refer the woman to service providers,0,Highly likely,Highly beneficial,"They provide counselling, bedsheets, beads and money to women and girls",Contract building for women to conduct their activities,Men keep complaining that it's only women who are catered for and They are not catered for they also need clothes and soap,Construct a women and girls friendly space for those who come
Valid,Yes,Yes,Yes,Male,Wau,Hai kosti,No,Female,25-34,Hai kosti,4,4,No,Wife,Some secondary,Participating in a village savings and loan association set up by IMC/HLSS,0,>500 SSP,5 to 6,Returnee IDP,Urban area,No,0,Outreach activities/ posters,0,Yes,It is near my homestead ,Yes,Because the center for the services is just within the area.,No,0,Yes,Over 10 times,Below 1km/ 15 min,WGFS,0,Yes,Yes,No,0,Highly satisfied,Because of the respect and the psychological support that they give to GBV survivors made me satisfied with such services,Yes,Because offer and refers incase of emergencies cases like rape for medical help,"No more comment but for moving forward I would like IMC to provide for us saloon where we can plen our hairs, sawing machine ",Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,"The pill (To control unwanted pregnancies, STDs etc)",Immediately or within a period of three days,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Yes,1,0,0,0,0,1,1,1,1,0,0,Signiﬁcantly increased,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,Immediately,"To get pills that can prevent transmission of STIs, unwanted pregnancy, treat injuries. Because the perpetrators might have of such sexual transmitted diseases and also is not good for women or girls to carry pregnancies for unknown person",Yes,More willing,WGFS,Very open,Very open,Somewhat open,Agree,Because they were recruited for EMAP activities for 16 weeks and we women were given 8 weeks session ,Somewhat confident,Highly likely,By referring her to the woman and girls friendly space where she will get supported,0,Highly likely,Highly beneficial,Because is where we gain more information about GBV and services for survivors,Just having good discussion about GBV and now well equipe with the implementation of the good behaviour at home ,"No, not much but water should be drill plus increasing the capacity of Women and girls friendly space ",I thank IMC for supporting us (women and girls) who are very vulnerable during any forms of crisis. We IMC to continues offering such services to the entire communities of wau both in the villages and urbans women because GBV is still continuing in our day to day life.
Valid,Yes,Yes,Yes,Male,Wau,Hai kosti,No,Female,25-34,Hai kosti,3,3,No,Wife,Some Primary,Casual work,0,>500 SSP,5 to 6,Returnee IDP,Rural area,No,0,Outreach activities/ posters,0,Yes,The center is within my residential area ,Yes,Because many people on the way during day time,No,0,Yes,Over 10 times,Below 1km/ 15 min,WGFS,0,Yes,Yes,No,0,Highly satisfied,Due to their (IMC) respond quickly to the needs of GBV survivors,Yes,Because they will get more information from the case worker than I have,My suggestion to IMC is to improve and add more services and also provide us sawing machine so that we get training on tailoring ,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,They use pep for treating rape,As soon as possible.  Just within 72 hours ,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Yes,1,0,0,0,0,0,1,1,1,0,0,Signiﬁcantly increased,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,Immediately,So that the victim should get the necessary treatment as soon as possible to avoid transmission of STIs ,Yes,More willing,WGFS,Very open,Very open,Somewhat open,Agree,They are involved in EMAP interventions ,Somewhat confident,Highly likely,By referring her and telling her more about my experience on GBV discussion groups,0,Highly likely,Highly beneficial,Because all services for survivors are available there,Just the space for women and discussing matters concerning women and girls in the friendly space ,Everything is well ,I thank IMC for the great jobs they are doing and may God bless them wherever they are.
Valid,Yes,Yes,Yes,Male,Wau,Bazia Jadid,No,Female,18-24,Bazia Jadid ,2,2,No,Daughter,Some secondary,Petty business,0,301-500 SSP,7 to 10,Returnee IDP,Urban area,No,0,Outreach activities/ posters,0,Yes,Because it very near our area,Yes,People are many on the road during days hours,No,0,Yes,Over 10 times,Below 1km/ 15 min,WGFS,0,Yes,Yes,No,0,Highly satisfied,Because I have received services for survivors ,Yes,To get counseling and medical treatment ,Increasing the capacity for the friendly spaces and introducing more centers,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,PTSD ,Immediately ,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Yes,1,0,0,0,0,0,1,1,1,0,0,Signiﬁcantly increased,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,Immediately,So that the victim get the necessary treatment ,Yes,More willing,WGFS,Very open,Very open,Very open,Agree,"They were involved during mass awareness,  focus groups discussion and intervention of EMAP",No change,Highly likely,By referring her ,0,Highly likely,Highly beneficial,Because it where women are empowered through discussion and Activities at the centers,More discussion on GBV related topics,No negative aspect I have even seen since joining the centers,I thank IMC and ask IMC to continue delivering the services because they understand GBV more than any others partners
Valid,Yes,Yes,Yes,Male,Wau,Hai kosti,No,Female,45-44,Hai kosti ,3,3,Yes,0,No education,Casual work,0,101-300 SSP,5 to 6,Returnee IDP,Rural area,No,0,Outreach activities/ posters,0,Yes,Because the outreach direct me to the center ,Yes,Because it safe to go to the center,No,0,Yes,Over 10 times,1 to 5Km / 30-45 min,WGFS,0,Yes,Yes,No,0,Highly satisfied,"Yes, because they offered all services for survivors at the friendly space ",Yes,So that they get services and medical treatment for survivors ,No,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Immediately ,Within a period of 72 hours,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Yes,1,0,0,0,0,0,1,1,1,0,0,Signiﬁcantly increased,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,Immediately,To prevent the transmission of STIs ,Yes,More willing,WGFS,Not open,Very open,Very open,Agree,They were also awared on GBV keys issues ,Don’t know,Highly likely,I want her to get supported too,0,Highly likely,Highly beneficial,Because I gain much information on GBV ,The discussion sessions that touch our day to day activities or life,More centers should be build and this services should be extended to people in the rural area because they are also experiencing GBV like those in the town but their is too much because they are not getting what we are getting today. I mean the information about GBV ,I appreciate IMC for the great support they are giving us women and girls
Valid,Yes,Yes,Yes,Male,Wau,Wau south,No,Female,45 and above,Hai kosti,5,5,Yes,0,No education,Petty business,0,101-300 SSP,5 to 6,Returnee IDP,Rural area,No,0,Friend or family member,0,Yes,I was directed by my friend and she escorted me,Yes,The center is near us,No,0,Yes,Over 10 times,Below 1km/ 15 min,WGFS,0,Yes,Yes,No,0,Highly satisfied,Because they offered difference services for survivors at the centers ,Yes,By referring her  So that they get supported ,No,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Within a period of 72 hours ,Immediately ,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Yes,1,0,0,0,0,0,1,0,1,0,0,Signiﬁcantly increased,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,Immediately,To avoid the transmission of STIs and unwanted pregnancy ,Yes,More willing,WGFS,Not open,Very open,Not open,Agree,Since they include men in the focus groups discussion ,Somewhat confident,Highly likely,By telling her more about GBV and refer her for further assistance ,0,Highly likely,Highly beneficial,They provide quality services for survivors ,Free discussion of women and girls in the friendly space made me feel comfortable ,Nothing,I want IMC to continue doing the great jobs in eradicating violence in our communities 
Valid,Yes,Yes,Yes,Male,Wau,Wau South,No,Female,25-34,Hai kosti,3,3,No,Husband,Some Primary,Farming,0,101-300 SSP,7 to 10,Host community,Urban area,No,0,Outreach activities/ posters,0,Yes,As directed by the awareness teams or community outreach ,Yes,Because people are many on the road during the day time ,No,0,Yes,Over 10 times,1 to 5Km / 30-45 min,WGFS,0,Yes,Yes,No,0,Highly satisfied,Because we were trained on all forms of Gender Base violence ,Yes,Is where women and girls get supported and empowered on how to stand strong in the community and increase gender equality ,"No, all the services offers are all of good quality",Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,PTSD ,Rape should be reported in within 72 hours as stated by our supporting officers and community outreach ,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Yes,0,0,0,0,0,0,1,1,1,0,0,Signiﬁcantly increased,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,Immediately,So that the victim should get immediate treatment ,Yes,More willing,WGFS,Very open,Very open,Very open,Agree,During awareness it includes all members of society and also other interventions like SASA and EMAP all engaged men in GBV activities ,Somewhat confident,Highly likely,By referring her to women and girls friendly space ,0,Highly likely,Highly beneficial,Because all services for survivors are offered there and also discussion sessions on GBV related topics are discuss and it has really impacted our life and relationships with our partners. ,Discussion sessions on GBV related topics ,Nothing,I really appreciate IMC for interventing for us women and girls friendly space so that we have learned alots but we need them to continue and expand the services to the grassroots community too
Valid,Yes,Yes,Yes,Male,Wau,Wau South ,No,Female,45-44,Bazia Jadid ,25,25,Yes,0,Some Primary,Casual work,0,301-500 SSP,5 to 6,Host community,Rural area,Yes,"Problem with eyes sight
That is poor sightseeing ",Outreach activities/ posters,0,Yes,As directed by IMC outreach team,Yes,Just it is near my location ,No,0,Yes,Over 10 times,Below 1km/ 15 min,WGFS,0,Yes,Yes,No,0,Highly satisfied,Because they provide good services for survivors at the friendly space and have humanity in doing things,Yes,"Yes, because some women don't know where to get helps and I will direct them to IMC women and girls friendly space ",No. But we need IMC to expand their activities even up to women and girls in the grassroots ,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,PTSD pill,Immediately ,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Yes,0,0,0,0,0,0,1,0,1,0,0,Signiﬁcantly increased,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,Immediately,To avoid transmission of STIs ,Yes,More willing,WGFS,Don’t know,Very open,Very open,Agree,Because they were involved in mass awareness and focus groups discussion ,No change,Highly likely,By directing her to women and girls friendly space ,0,Highly likely,Highly beneficial,Is where we gain more knowledge about GBV and COVID 19 prevention ,The discussion sessions about GBV and its forms really made me like the Women and girls friendly space ,No,I appreciate IMC for what they are doing and I expect them to continue doing it
Valid,Yes,Yes,Yes,Male,Wau,Wau south ,No,Female,25-34,Bazia Jadid ,1,1,No,Husband,Completed university,Employment,0,>500 SSP,2 to 4,Host community,Urban area,No,0,Outreach activities/ posters,0,Yes,Because I was directed by the community outreach team ,Yes,During day time people are many on the road ,No,0,Yes,Over 10 times,Below 1km/ 15 min,WGFS,0,Yes,Yes,No,0,Highly satisfied,Because I was satisfied with the way the do awareness and treat people in humanity manner without any discrimination ,Yes,"Yes.
So that they should get more information about GBV too",Nothing ,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,PTSD ,Within 72 hours ,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Yes,0,0,0,0,0,0,1,0,1,0,0,Signiﬁcantly increased,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,Immediately,To avoid transmission of STDs,Yes,More willing,WGFS,Very open,Very open,Very open,Agree,Because my husband has attended GBV awareness for several times ,Highly confident,Highly likely,By directing her to the center ,0,Highly likely,Highly beneficial,Because we were trained on all forms of GBV and now very empowered to talk in front of large crowds ,The discussion sessions ,Nothing wrong I have seen but all worked well according to my understanding ,We still need GBV services to continue operating and also to be extended to the grassroots level
Valid,Yes,Yes,Yes,Female,Wau,KOSTI,No,Female,45 and above,Hai kosti,3,4,Yes,0,Some Primary,Casual work,0,>500 SSP,7 to 10,Host community,Urban area,No,0,Outreach activities/ posters,0,Yes,This centre is located  within our residual,Yes,The centre is where women get empowered,No,0,Yes,Over 10 times,Below 1km/ 15 min,WGFS,0,Yes,No,No,0,Highly satisfied,I have got all information  about GBV,Yes,To help her,If IMC can bring tailored machine for women and girls at the centre,Disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,"There are treatments  for prevention SIT,HIV,AIDs",Immediately,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Agree,Agree,Disagree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,0,0,0,0,0,0,1,1,1,1,A rape case should  report  within 72hrs,Signiﬁcantly increased,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,Within 72 hours,There's no excuse for the information about disease in,No,Somewhat willing,Parent,Very open,Very open,Very open,Agree,Man now days raising awareness through SASA and EMAP,Highly confident,Highly likely,Discussion and case workers,0,Highly likely,Highly beneficial,To help the survivors to get service,The discussion at the centre,Many service and activities provides for women and girls,"All activities at WGFS are good, we need more service to be included"
Valid,Yes,Yes,Yes,Male,Wau,Wau/Hai kosti,No,Female,25-34,Hai kosti,5,12,No,Daughter,Completed secondary,Hand crafts,0,301-500 SSP,5 to 6,Returnee IDP,Urban area,No,0,Outreach activities/ posters,0,Yes,I have no distance from my home to the centre,Yes,Training and case workers,No,0,Yes,Over 10 times,Below 1km/ 15 min,IGA,0,Yes,No,No,0,Highly satisfied,I realise that am now enough have information  about GBV,Yes,To share her case with case worker,No,Strongly disagree,Strongly disagree,Strongly disagree,Agree,I don't know,Within 72 hours,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly disagree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,0,0,1,0,1,1,1,1,1,0,0,Signiﬁcantly increased,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,Within 72 hours,A man and woman should have  equal rights,Don't know,Somewhat willing,WGFS,Very open,Very open,Very open,Agree,"Yes, men are raising awareness through EMAP",Highly confident,Highly likely,From my observation,0,Highly likely,Highly beneficial,Any GBV case should report IMC centre,Our women support and the trainer's,All were very useful for women and girls,I have only words of thanks  for IMC
